ICD11_code,Vector
1F57,"[-0.037563, 0.314096,-0.208033,-0.109111, 0.835599,-0.231322, 0.320147,
  1.016414,-0.062924,-0.192894,-0.131537,-0.872329,-0.191382, 0.61754 ,
 -0.403702, 0.361903, 0.055215, 0.02598 ,-0.694063, 0.469738, 0.051202,
 -0.482688,-0.21745 , 0.591863, 0.270685,-0.403938, 0.01075 , 0.583656,
  0.196259,-0.470704, 0.216285, 0.024388,-0.104256,-0.194693,-0.19147 ,
  0.147758,-0.334688,-0.388298,-0.240499, 0.335942,-0.738512,-0.223519,
  0.121062, 0.145212, 0.033414,-0.213096, 0.529458, 0.16138 ,-0.098679,
  0.219184,-0.38616 ,-0.054068, 0.220807,-0.310421, 0.390488, 0.816152,
 -0.328042,-0.749807,-0.366188,-0.305936,-0.111162,-0.205678,-0.097135,
 -0.450463, 0.735146, 0.357075, 0.161283, 0.405242,-0.471451,-0.136666,
 -0.531115, 0.153528,-0.094731, 0.57829 ,-0.146899,-0.10998 ,-0.254552,
 -0.217678, 0.084715,-0.411996,-0.579238, 0.205789,-0.514332, 0.512763,
  0.032443, 0.335422,-0.108476, 0.277471,-0.662906, 0.520794, 0.175112,
  0.011825,-0.026695,-0.059162, 0.324597, 0.02448 , 0.140768, 0.241022,
 -0.254619, 0.612879, 0.128222, 0.085845,-0.265822, 0.219129, 0.009763,
 -0.028679, 0.157841, 0.149466,-0.075972, 0.48442 , 0.222128,-0.310962,
 -0.296418,-0.607337,-0.695398, 0.480227, 0.067529,-0.478696,-0.103533,
 -0.268077,-0.237899,-0.209312,-0.021656, 1.080164,-0.358307, 0.203718,
 -0.299951, 0.040953, 0.194612, 0.177564, 0.172564, 0.283009, 0.064465,
 -0.681975,-0.254662, 0.462525,-0.248114,-0.086641, 0.050552, 0.183034,
  0.263209,-0.528729, 0.259612, 0.306921, 0.048122,-0.210565,-0.24148 ,
  0.008198, 0.416497, 0.510041, 0.293365,-0.133569,-0.341951,-0.173511,
 -0.453818, 0.014148,-0.080538,-0.136441,-0.003402, 0.411418, 0.424779,
 -0.546521,-0.280422, 0.253899,-0.064761, 0.3501  , 0.180348, 0.491881,
  0.085957, 0.202056,-0.261074,-0.503074, 0.789857, 0.018865, 0.406164,
 -0.214696, 0.122762,-0.010536, 0.593393, 0.039184,-0.595492, 0.555475,
  0.22929 , 0.030831, 0.128557,-0.449966, 0.494774,-0.034235, 0.080637,
 -0.352053,-0.114797,-0.331473,-0.265091, 0.367248, 0.303824,-0.465863,
  0.06962 ,-0.093268,-0.177438,-0.023545, 0.085249, 0.233443, 0.195441,
  0.069289,-0.183782,-0.416671, 0.100927,-0.372423, 0.260924, 0.47432 ,
 -0.055115, 0.057944,-0.078726,-0.242826, 0.259469,-0.08809 ,-0.252345,
  0.401765,-0.255179,-0.201143,-0.107778,-0.084496,-0.536377, 0.59145 ,
 -0.253786, 0.760101, 0.061833,-0.480478, 0.248131, 0.235639, 0.06336 ,
 -0.001175, 0.847353,-0.233631,-0.099465, 0.024191,-0.214532,-0.148474,
  0.101453,-0.301641,-0.613128, 0.359093, 0.03801 ,-0.22319 , 0.272157,
 -0.082775,-0.186998, 0.17783 ,-0.492751, 0.127026,-0.269424,-0.439835,
  0.244519,-0.493248,-0.219211,-0.452821,-0.049923,-0.442515, 0.096334,
  0.252885, 0.066232, 0.145884, 0.310393, 0.406036,-0.49419 ,-0.778391,
  0.09479 , 0.339846, 0.458405,-0.102081, 0.335051, 0.085084,-0.28379 ,
  0.124871,-0.052387,-0.539746, 0.067425, 0.423551,-0.138104, 0.148464,
  0.267167, 0.526158,-0.227736, 0.249865,-0.230044,-0.379775,-0.04977 ,
  0.27666 ,-0.189951,-0.361753,-0.303685, 0.431418,-0.55077 , 0.212359,
 -0.086966,-0.038303, 0.400267, 0.074675, 0.525066,-0.386033,-0.061382,
 -0.279626, 0.144844, 0.466667,-0.475689, 0.509967, 0.141195,-0.490992,
 -2.690883,-0.193799, 0.223895,-0.218586, 0.636836,-0.182286, 0.186063,
 -0.295113,-0.632313, 0.01597 , 0.085077,-0.220807, 0.278064,-0.272404,
  0.145159,-0.452274,-0.336454,-0.412897, 0.062431, 0.410704,-0.022887,
 -0.586121,-0.03378 , 0.132258,-0.170955, 0.032788,-0.187587, 0.070374,
 -0.359066,-0.373612, 0.109154,-0.522038, 0.110695, 0.200357, 0.061304,
  0.187017,-0.354184,-0.375779,-0.093746,-0.454895,-0.248874,-0.845999,
 -0.092699,-0.058638, 0.901114,-0.169789, 0.355082,-0.159855,-0.111741,
  0.382076, 0.476844,-0.239517,-0.172286, 0.155299, 0.25124 , 0.164559,
  0.625194, 0.556362,-0.327646,-0.41233 , 0.248576,-0.017261,-0.896978,
  0.060888, 0.085778,-0.47935 ,-0.464671,-0.107002, 0.596876,-0.171803,
  0.030164, 0.231893, 0.001757,-0.598891,-0.30901 ,-0.227677,-0.261141,
 -0.00819 , 0.247855, 0.120374,-0.155523, 0.069271, 0.058541,-0.478247,
  0.09359 ,-0.606759, 0.317884, 0.027741,-0.443934,-0.736172, 0.313652,
  0.111727, 0.244643, 0.485662, 0.111683, 0.031227, 0.271743, 0.263277,
  0.489645,-0.040867, 0.384286,-0.371927, 0.8458  ,-0.468082,-0.082549,
 -0.283145,-0.575333, 0.096473, 0.242966,-0.260951, 0.594384,-0.536129,
  0.575904,-0.571089,-0.012538,-0.099878, 0.364094, 0.991558, 0.067594,
 -0.031895,-0.038595, 0.904728,-0.62956 ,-0.490471,-0.02065 , 0.074593,
  0.033554, 0.234308,-0.122308,-0.185591,-0.231109,-0.070561, 0.014356,
  0.577889, 0.18    ,-0.085352,-0.436073,-0.42644 ,-0.550758, 0.451235,
 -0.089631,-0.014163, 0.102295,-0.039193,-0.079117, 0.029966,-0.224519,
 -0.262101,-0.226296, 0.002196,-0.194252,-0.455935,-0.116456,-0.389678,
  0.260076, 0.430711, 0.091981,-0.195755,-0.235827,-0.79696 ,-0.14095 ,
  0.339041, 0.424508, 0.415113,-0.601482, 0.392005, 0.122681,-0.151603,
 -0.069462, 0.332039,-0.374061, 0.08874 ,-0.210007,-0.394031,-0.226946,
  0.251878,-0.221626,-0.172147, 0.077119, 0.378476, 0.169962,-0.319094,
 -0.160764,-0.272019, 0.115201,-0.183376, 0.237152,-0.652175,-0.058466,
 -0.214337,-0.199813, 0.180361,-0.304287,-0.169291,-0.25742 , 0.113892,
  0.223729,-0.163625, 0.191277,-0.002838, 0.487402,-0.172661,-0.07623 ,
 -0.116937, 0.178122,-0.450745, 0.283347, 0.200112,-0.322026, 0.058468,
 -0.104109,-0.430241,-0.771029,-0.105403, 0.027449,-0.332701, 0.157492,
 -0.32828 ,-0.304029, 0.513176, 0.030807, 0.249776, 0.606739, 0.051022,
 -0.544952,-0.336029, 0.144345, 0.196746,-0.131115,-0.149423, 0.059319,
 -0.686621, 0.237906,-0.298759, 0.554643, 0.198276, 0.406595,-0.136428,
  0.280012,-0.004631, 0.179964, 0.425463,-0.01027 ,-0.100848, 0.393086,
  0.122457, 0.120553, 0.53459 ,-0.115129, 0.590525, 0.27583 ,-0.141447,
 -0.315813,-0.108936, 0.064633,-0.638724,-0.628735,-0.209896,-0.381817,
 -0.217415,-0.322642, 0.317347, 0.181372, 0.746389, 0.211926,-0.05942 ,
 -0.003254, 0.628539, 0.055941,-0.446149, 0.089308,-0.324171, 0.258121,
 -0.189305,-0.541403, 0.378756,-0.11567 ,-0.410889, 0.105125,-0.331545,
 -0.081328, 0.220743, 0.058085,-0.205418, 0.07466 ,-0.28776 ,-0.285669,
  0.217425, 0.058331,-0.20547 , 0.193956,-0.239344, 0.134018,-0.06911 ,
 -0.026487, 0.512774, 0.685423, 0.250733, 0.410356, 0.167227,-0.372648,
 -0.036691, 0.449547, 0.310698,-0.122324, 0.360617,-0.176526,-0.40536 ,
 -0.079064, 0.192357,-0.450024,-0.639699, 0.412802, 0.144445,-0.670789,
  0.064849,-0.395857,-0.285199, 0.084762, 0.087029, 0.1937  , 0.30353 ,
  0.368959, 0.048811, 0.351678, 0.141373,-0.275698,-0.190053,-0.023362,
  0.514005, 0.139821, 0.143667,-0.467794, 0.740808,-0.031796,-0.068559,
  0.016936,-0.063363,-0.034302,-0.005801, 0.276232,-0.025563, 0.472921,
  0.491595, 0.441089, 0.149249, 0.286531,-0.177263, 0.752079, 0.191959,
  0.565995,-0.569777, 0.241822,-0.252674, 0.058688, 0.470452, 0.282572,
  0.075537,-0.036464, 0.370406,-0.161735,-0.326508, 0.215172,-0.33722 ,
  0.110479, 0.156   , 0.153728,-0.655588,-0.193279,-0.014982, 0.09622 ,
 -0.420919,-0.327386,-0.428015, 0.069194, 0.563884,-0.249994, 0.105632,
  0.273473,-0.25723 ,-0.449384,-0.305886,-0.305911,-0.362219,-0.474385,
 -0.421673,-0.001831,-0.348459,-0.051367,-0.688134, 0.154211, 0.189194,
  0.670771,-0.001739, 0.14489 , 0.285976, 0.59312 ,-0.363522, 0.216121,
 -0.222052,-0.088191,-0.147305,-0.34506 , 0.118005,-0.119277, 0.215864,
  0.32211 , 0.389045,-0.519851,-0.207834, 0.131878, 0.776623,-0.34861 ,
  0.180352, 0.2954  , 0.24772 , 0.070816,-0.034239,-0.507804, 0.274087,
 -0.294491,-0.726848, 0.049849, 0.237896,-0.562506, 0.164507, 0.396985,
  0.440209, 0.103026,-0.087728,-0.243986, 0.896852,-0.02702 ,-0.087292,
 -0.182702,-0.485317, 0.038726, 0.301216,-0.669037, 0.017766, 0.119085,
 -0.100935, 0.275012,-0.12513 , 0.5604  ,-0.217277,-0.141157,-0.184287,
  0.034289,-0.61529 ,-0.006811,-0.212754, 0.131524, 0.034671, 0.111743,
 -0.208671,-0.118266,-0.319264,-0.334   , 0.229908]"
1C32,"[-0.194576, 0.241152,-0.198513,-0.233798, 0.522142,-0.215312, 0.28998 ,
  0.63911 ,-0.117373,-0.301394, 0.031334,-0.669435,-0.34938 , 0.446754,
 -0.297016, 0.493399,-0.076544, 0.125046,-0.648054, 0.366772, 0.240384,
 -0.285385,-0.043977, 0.490357, 0.306461,-0.068641, 0.00335 , 0.520083,
 -0.040914,-0.522705, 0.356148,-0.080225,-0.074586,-0.159697,-0.307064,
  0.05634 ,-0.212911,-0.446468,-0.10769 , 0.398352,-0.494044,-0.179569,
 -0.127481, 0.189624,-0.055851,-0.164847, 0.417347, 0.233269,-0.017492,
 -0.021251,-0.172389, 0.140038, 0.376788,-0.212921, 0.20391 , 0.892953,
 -0.110111,-0.477924,-0.459313,-0.393671, 0.087391,-0.288319, 0.018183,
 -0.141645, 0.335534, 0.55096 , 0.165645, 0.325964,-0.174264, 0.189649,
 -0.407075, 0.046147,-0.335529, 0.463527,-0.197596,-0.117157,-0.153443,
 -0.087926, 0.105532,-0.242909,-0.486902, 0.095218,-0.170187, 0.235796,
 -0.024811, 0.120724, 0.042058, 0.391247,-0.640535, 0.508065, 0.120603,
  0.017614, 0.076639,-0.194362, 0.272597,-0.18472 ,-0.038985, 0.132539,
 -0.236562, 0.507923,-0.166118,-0.009673,-0.054266, 0.254413,-0.035948,
 -0.016963, 0.136848, 0.208429,-0.095064, 0.19078 , 0.218662,-0.429133,
 -0.091332,-0.377984,-0.547047, 0.374219,-0.100783,-0.535678, 0.197864,
 -0.247009,-0.219093,-0.103658,-0.0656  , 0.825458,-0.377312, 0.121889,
 -0.386347,-0.220645, 0.121259, 0.02641 , 0.310971, 0.2888  , 0.06248 ,
 -0.398568,-0.330968, 0.417584,-0.270575,-0.228856,-0.079078, 0.135243,
  0.123062,-0.461503, 0.207188, 0.331138,-0.187117,-0.177637,-0.292242,
 -0.248781, 0.254561, 0.40972 , 0.085641,-0.032355,-0.24006 ,-0.128813,
 -0.480307,-0.277428,-0.073046,-0.078965,-0.103145, 0.178682, 0.376567,
 -0.173292,-0.164853, 0.024187,-0.056581, 0.224525, 0.221223, 0.474341,
 -0.157335, 0.228929,-0.254584,-0.369901, 0.92649 , 0.093446, 0.351426,
 -0.071037, 0.101588,-0.050207, 0.52568 , 0.197945,-0.650118, 0.353047,
  0.07059 , 0.186813, 0.20855 ,-0.315557, 0.269112, 0.055717, 0.241435,
 -0.243838,-0.036738,-0.467577,-0.450132, 0.376857, 0.294162,-0.325181,
 -0.260537,-0.089322,-0.08547 ,-0.012596,-0.120986,-0.032619, 0.418969,
  0.048811,-0.177951,-0.274569, 0.064806,-0.196953, 0.12803 , 0.558657,
 -0.135204, 0.158029, 0.034347,-0.37645 , 0.170434, 0.042976,-0.175653,
  0.107142,-0.08985 ,-0.057723, 0.130326,-0.043222,-0.326536, 0.686887,
 -0.085183, 0.801887, 0.18688 ,-0.68115 , 0.456397, 0.342521, 0.099848,
 -0.059899, 0.757667,-0.082482,-0.166703,-0.010303,-0.077333,-0.086682,
  0.168574,-0.292452,-0.287923, 0.678306, 0.34445 ,-0.192392, 0.195239,
 -0.322406,-0.195682, 0.263344,-0.516414, 0.141312,-0.084334,-0.209461,
  0.335452,-0.370228,-0.136233,-0.292711, 0.019381,-0.492226, 0.256808,
  0.437543,-0.020425, 0.180208, 0.167335, 0.281673,-0.203995,-0.460875,
  0.013838, 0.395122, 0.517951, 0.073438, 0.394024, 0.289081,-0.217778,
  0.169801,-0.052686,-0.438598, 0.133202, 0.281807,-0.150149, 0.088253,
  0.218654, 0.515369,-0.071064, 0.245382, 0.056431,-0.53285 , 0.14025 ,
  0.146547,-0.403046,-0.259655,-0.340374, 0.676097,-0.338644, 0.220028,
 -0.14429 ,-0.082027, 0.394178, 0.169005, 0.488279,-0.654473, 0.088317,
 -0.35842 ,-0.017712, 0.292785,-0.221431, 0.148851, 0.056764,-0.6435  ,
 -3.532019,-0.183891, 0.428955,-0.293812, 0.453227,-0.209722, 0.222924,
 -0.267705,-0.633519, 0.222584, 0.152928,-0.225595, 0.379775,-0.369042,
  0.286268,-0.662315,-0.478805,-0.515435,-0.083415, 0.351593, 0.06801 ,
 -0.277929, 0.039719, 0.058255,-0.071757,-0.102894,-0.236583, 0.105321,
 -0.359063,-0.231232,-0.007416,-0.496082, 0.214652, 0.236191, 0.238579,
  0.081342,-0.050939,-0.371955,-0.122173,-0.30169 ,-0.293639,-0.791281,
  0.057571,-0.15539 , 0.736984,-0.00275 , 0.162585,-0.208455, 0.064374,
  0.217614, 0.130001,-0.018945,-0.363982, 0.326125, 0.197769, 0.089703,
  0.356743, 0.454377,-0.288763,-0.576186, 0.180446, 0.032671,-0.707617,
 -0.036244, 0.330246,-0.450691,-0.320425,-0.207708, 0.46702 ,-0.220825,
  0.03338 , 0.055401,-0.162632,-0.744805,-0.218489,-0.021683,-0.022604,
 -0.05537 , 0.330233,-0.167083,-0.092795,-0.196174, 0.008123,-0.203501,
  0.010256,-0.658334,-0.035879,-0.028879,-0.463118,-0.713664, 0.305462,
 -0.163421, 0.221819, 0.32271 , 0.260737, 0.129225, 0.194554, 0.179991,
  0.564353,-0.187137, 0.710585,-0.426216, 0.790572,-0.52142 , 0.229432,
 -0.086368,-0.494325, 0.269434, 0.262315,-0.102644, 0.335921,-0.504339,
  0.682031,-0.341483, 0.08171 ,-0.039295, 0.472248, 0.9309  ,-0.043364,
  0.083643,-0.032713, 0.589356,-0.428044,-0.579069,-0.232717, 0.245667,
 -0.138181, 0.094606,-0.148212,-0.222552,-0.492795,-0.211073, 0.095102,
  0.373139, 0.23649 ,-0.007822,-0.431398,-0.296359,-0.358432, 0.344571,
 -0.270271,-0.053455, 0.184809,-0.098812,-0.255152,-0.14352 ,-0.184394,
 -0.301491,-0.003028,-0.160487,-0.065768,-0.468064, 0.000504,-0.2799  ,
 -0.059324, 0.277278, 0.47937 , 0.078288,-0.354949,-0.664805,-0.018518,
  0.046373, 0.328448, 0.188237,-0.508327, 0.324539, 0.151737,-0.242484,
  0.094977, 0.164375,-0.125398, 0.054745,-0.151612,-0.260149,-0.368079,
  0.286869,-0.373731,-0.176124,-0.188771, 0.372607, 0.042399,-0.096417,
 -0.101496,-0.212937, 0.079065,-0.151309, 0.476972,-0.711997,-0.120887,
 -0.227151, 0.031942, 0.307958,-0.154488,-0.228844,-0.257752, 0.053399,
  0.092076, 0.072308,-0.053805,-0.037012, 0.255641, 0.01162 ,-0.148054,
 -0.120386, 0.009308,-0.360626, 0.201656, 0.017224,-0.330729,-0.018357,
 -0.468032,-0.381912,-0.45827 ,-0.071069,-0.003084,-0.213834,-0.043079,
 -0.101074,-0.228975, 0.281559, 0.031133, 0.175347, 0.352953, 0.005168,
 -0.432373,-0.051112, 0.206645, 0.171158,-0.114559,-0.183732, 0.329308,
 -0.722411, 0.176048,-0.151679, 0.11575 , 0.097247, 0.287373,-0.05414 ,
  0.159185, 0.122809, 0.252337, 0.365146,-0.043849,-0.1581  , 0.424545,
  0.067774,-0.066098, 0.305077,-0.118649, 0.467255, 0.32799 , 0.074925,
 -0.190211, 0.060811, 0.079431,-0.271406,-0.235865, 0.035619,-0.325712,
 -0.282404,-0.074894, 0.214313, 0.216352, 0.460648,-0.23989 ,-0.208596,
 -0.115144, 0.447921, 0.16239 ,-0.403247, 0.301028,-0.405491, 0.474585,
 -0.124129,-0.201019, 0.323916,-0.060892,-0.290047, 0.198662,-0.297358,
  0.052874,-0.052832, 0.015569,-0.090604, 0.074608,-0.217407,-0.135755,
  0.0974  , 0.156449,-0.234934, 0.310012,-0.263442, 0.098481, 0.200949,
 -0.260855, 0.248048, 0.42102 , 0.334881, 0.312754, 0.053485,-0.300442,
  0.127202, 0.404435, 0.157171,-0.170919, 0.14592 ,-0.031964,-0.286194,
 -0.21228 ,-0.126018,-0.305202,-0.723204, 0.55267 , 0.104744,-0.34127 ,
 -0.057175,-0.281221,-0.167537, 0.074674, 0.038333, 0.177124, 0.220461,
  0.465665,-0.158397, 0.385145, 0.175983,-0.239255,-0.017389,-0.31211 ,
  0.472978, 0.233477, 0.129554,-0.451091, 0.459366, 0.078856, 0.228558,
 -0.02905 ,-0.200161,-0.031682,-0.033063, 0.401521,-0.051952, 0.27241 ,
  0.430894, 0.394967, 0.15139 , 0.306872,-0.260643, 0.842597, 0.285415,
  0.42169 ,-0.126291, 0.053469,-0.269902, 0.042209, 0.308605, 0.4359  ,
  0.007543,-0.127309, 0.458684,-0.084602,-0.104395, 0.105884,-0.360683,
 -0.136876, 0.279931, 0.033222,-0.748827,-0.175275,-0.001506, 0.289968,
 -0.475052,-0.143949,-0.282137, 0.125683, 0.361503,-0.075634, 0.121527,
  0.111759,-0.097044,-0.510072,-0.243077,-0.200576,-0.424216,-0.391859,
 -0.493096,-0.069139,-0.200406,-0.273377,-0.511951, 0.193248, 0.325334,
  0.299009,-0.181205, 0.242327,-0.154721, 0.581782,-0.103012, 0.186381,
  0.070696, 0.108921,-0.310844,-0.550129, 0.10594 , 0.067168, 0.198743,
  0.066112, 0.538533,-0.315484,-0.044933, 0.28649 , 0.731127,-0.406654,
  0.010763, 0.267404, 0.08715 ,-0.007714,-0.198263,-0.498481, 0.233808,
 -0.148898,-0.455869, 0.037751, 0.15763 ,-0.317935, 0.125069, 0.425102,
  0.253558,-0.035395, 0.049834,-0.146721, 0.82511 ,-0.074385,-0.246495,
 -0.184848,-0.554782, 0.077964, 0.221339,-0.526725, 0.086905, 0.258315,
  0.017957, 0.285708, 0.063278, 0.511179,-0.106074,-0.152594,-0.258271,
  0.009266,-0.504385,-0.068245,-0.025204,-0.081882, 0.012386, 0.159883,
 -0.302554,-0.338287,-0.169383,-0.083049, 0.259448]"
